first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Rosemonde,Cartwight,Female,44,1952-10-20,70.0,Analyst Programmer,Retail,Mass Customer,N,Yes,7,518 Paget Hill,4605,QLD,Australia,1,202,1.140625
Benoit,Harniman,Male,31,1976-08-27,46.0,Research Assistant II,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,Australia,7,206,1.1375
Jenelle,Fearnill,Female,12,1958-01-03,65.0,Social Worker,Health,High Net Worth,N,No,19,06 Old Gate Park,2144,NSW,Australia,9,206,1.1375
Tannie,Gambrell,Male,92,1967-05-25,55.0,Financial Analyst,Financial Services,Affluent Customer,N,No,4,49 Surrey Point,4710,QLD,Australia,4,206,1.1375
Mick,Macewan,Male,32,1967-12-12,55.0,Senior Cost Accountant,Financial Services,Mass Customer,N,No,16,59254 Northland Alley,2032,NSW,Australia,10,206,1.1375
Abbie,Oldman,Male,82,1983-11-26,39.0,other,Health,High Net Worth,N,Yes,5,4 North Drive,2168,NSW,Australia,8,212,1.136875
Tabbie,Curner,Male,12,1997-03-13,25.0,Chief Design Engineer,Retail,Mass Customer,N,No,6,89 Parkside Street,3021,VIC,Australia,6,212,1.136875
Shane,Killen,Male,28,1956-10-16,66.0,Account Executive,Entertainment,High Net Worth,N,No,10,7 Hazelcrest Place,2165,NSW,Australia,8,212,1.136875
Roberta,Goodale,Female,9,1947-02-28,76.0,Information Systems Manager,Property,Mass Customer,N,Yes,22,013 David Junction,4211,QLD,Australia,7,215,1.12890625
Kippy,Barabisch,Male,11,2000-04-07,22.0,Legal Assistant,Manufacturing,Mass Customer,N,No,4,840 Graceland Street,2125,NSW,Australia,11,215,1.12890625
Cami,Barnbrook,Female,8,1963-01-01,60.0,Occupational Therapist,Health,Affluent Customer,N,Yes,18,890 Truax Lane,4285,QLD,Australia,2,218,1.12625
Dorian,Stollen,Male,78,1980-02-16,43.0,Statistician I,Financial Services,Mass Customer,N,Yes,18,72922 Cambridge Terrace,2026,NSW,Australia,11,219,1.125
Hunfredo,Hayball,Male,7,1994-04-15,28.0,other,IT,Affluent Customer,N,No,3,60461 Esch Avenue,2227,NSW,Australia,8,219,1.125
Giorgi,O'Shirine,Male,68,1981-06-20,41.0,Payment Adjustment Coordinator,Retail,Mass Customer,N,Yes,15,6 Novick Alley,3934,VIC,Australia,8,219,1.125
Kort,Disley,Male,66,1979-02-05,44.0,Technical Writer,Health,Mass Customer,N,Yes,7,76 Donald Trail,2160,NSW,Australia,9,219,1.125
Tobiah,Heinsius,Male,66,2000-01-25,23.0,Chief Design Engineer,Health,High Net Worth,N,No,9,3630 Dawn Crossing,2446,NSW,Australia,8,223,1.115625
Wallace,Newart,Male,91,1977-12-06,45.0,other,IT,Mass Customer,N,No,17,29007 Dapin Street,4650,QLD,Australia,1,223,1.115625
Hersh,Stubbert,Male,0,2000-06-25,22.0,Technical Writer,Manufacturing,Mass Customer,N,Yes,15,68 Fairfield Street,4115,QLD,Australia,8,226,1.1125
Wyn,Saynor,Male,54,1964-06-22,58.0,Cost Accountant,Financial Services,High Net Worth,N,No,8,5 Briar Crest Road,2099,NSW,Australia,9,226,1.1125
Maribeth,Stivani,Female,46,1954-11-13,68.0,Associate Professor,Financial Services,Mass Customer,N,No,7,945 Bobwhite Court,2430,NSW,Australia,8,226,1.1125
Abigale,Sives,Female,48,1963-12-13,59.0,VP Marketing,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,Australia,4,230,1.109375
Gothart,Artus,Male,52,1978-05-31,44.0,Health Coach IV,Health,Mass Customer,N,Yes,14,21824 Northridge Alley,2117,NSW,Australia,10,231,1.105
Danny,Bodle,Male,50,1943-09-24,79.0,Statistician I,Manufacturing,Mass Customer,N,Yes,18,68 Anthes Park,2007,NSW,Australia,9,231,1.105
Deborah,Petrovsky,Female,53,1943-07-14,79.0,Teacher,Property,Mass Customer,N,No,16,036 Redwing Street,2011,NSW,Australia,7,233,1.1
Rolland,Esmead,Male,41,1940-07-13,82.0,other,Health,Affluent Customer,N,No,8,72008 7th Avenue,2200,NSW,Australia,8,233,1.1
Latrena,Walklate,Female,97,1943-10-05,79.0,Mechanical Systems Engineer,Telecommunications,High Net Worth,N,Yes,13,87 Sheridan Junction,2281,NSW,Australia,8,237,1.094375
Leticia,Danovich,Female,84,1941-10-02,81.0,Design Engineer,Entertainment,Mass Customer,N,Yes,15,2 Logan Avenue,4307,QLD,Australia,1,237,1.094375
Farra,Matyushkin,Female,18,1974-01-24,49.0,VP Quality Control,Manufacturing,High Net Worth,N,Yes,9,52761 Portage Crossing,3170,VIC,Australia,9,241,1.0875
Robenia,Monks,Female,94,1959-05-08,63.0,Nurse Practicioner,Manufacturing,Mass Customer,N,No,5,8 Fieldstone Street,4065,QLD,Australia,9,241,1.0875
Roman,Eastwood,Male,57,1969-09-21,53.0,Associate Professor,Manufacturing,Affluent Customer,N,Yes,16,8957 Anhalt Alley,3004,VIC,Australia,4,241,1.0875
Solomon,Bruck,Male,29,1957-11-15,65.0,Junior Executive,Health,Mass Customer,N,No,12,5 High Crossing Junction,4556,QLD,Australia,8,244,1.08375
Katharine,Redbourn,Female,8,1967-09-11,55.0,Recruiter,Manufacturing,Affluent Customer,N,Yes,4,178 Waxwing Trail,3134,VIC,Australia,10,244,1.08375
Cammy,Stoneham,Female,74,1963-05-02,59.0,Business Systems Development Analyst,Financial Services,High Net Worth,N,No,14,8648 Green Alley,4680,QLD,Australia,3,244,1.08375
Ellsworth,Andrieux,Male,49,1971-04-26,51.0,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10,08912 Carberry Place,4036,QLD,Australia,7,248,1.078125
Federico,Leuty,Male,59,1978-12-11,44.0,Product Engineer,Property,High Net Worth,N,Yes,11,720 Menomonie Crossing,2380,NSW,Australia,4,249,1.07578125
Ferdy,Hornung,Male,57,1974-05-14,48.0,Analog Circuit Design manager,Entertainment,High Net Worth,N,No,18,0686 Hallows Trail,4506,QLD,Australia,3,250,1.075
Sunny,Christescu,Female,90,1975-03-12,47.0,Cost Accountant,Financial Services,Mass Customer,N,No,11,6668 Blue Bill Park Plaza,2209,NSW,Australia,10,250,1.075
Shadow,Yakutin,Male,85,1967-02-03,56.0,Software Test Engineer IV,Health,Affluent Customer,N,Yes,6,06 Dwight Park,4119,QLD,Australia,2,252,1.073125
Sharai,Priddie,Female,13,1961-01-16,62.0,Sales Representative,Retail,Mass Customer,N,No,9,5202 Crowley Place,2145,NSW,Australia,9,252,1.073125
Celeste,Fretson,Female,91,1980-09-16,42.0,Product Engineer,IT,Mass Customer,N,No,9,14709 Portage Avenue,2166,NSW,Australia,9,252,1.073125
Lea,Ilyinski,Female,75,1997-09-25,25.0,Structural Analysis Engineer,Financial Services,High Net Worth,N,No,12,895 Glendale Park,2026,NSW,Australia,12,252,1.073125
Dyann,Olechnowicz,Female,17,1939-07-17,83.0,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,0474 Bowman Hill,3031,VIC,Australia,10,252,1.073125
Delly,Sunman,Female,49,1959-04-11,63.0,Account Coordinator,Retail,Mass Customer,N,No,15,652 Fuller Terrace,3206,VIC,Australia,12,252,1.073125
Kaela,Romaines,Female,41,1971-11-27,51.0,Geological Engineer,Manufacturing,High Net Worth,N,No,19,9193 Prairieview Drive,2155,NSW,Australia,10,259,1.0625
Evonne,Bembridge,Female,9,1969-07-06,53.0,Recruiting Manager,Retail,Mass Customer,N,Yes,14,13272 Basil Avenue,3103,VIC,Australia,9,259,1.0625
Shannen,Lewin,Female,21,1991-06-07,31.0,Analog Circuit Design manager,Argiculture,High Net Worth,N,No,6,29 Aberg Crossing,4210,QLD,Australia,6,259,1.0625
Bogey,Attew,Male,88,1992-11-18,30.0,Software Engineer II,IT,Mass Customer,N,Yes,10,4 Monterey Road,4165,QLD,Australia,9,259,1.0625
Zondra,Ringham,Female,36,1948-01-13,75.0,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,416 Lighthouse Bay Lane,4510,QLD,Australia,5,259,1.0625
Barnebas,Apfel,Male,57,1996-02-19,27.0,Account Executive,Manufacturing,Affluent Customer,N,Yes,2,05475 Elgar Place,4000,QLD,Australia,6,259,1.0625
Gerri,Schimann,Female,81,1969-11-17,53.0,Desktop Support Technician,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,Australia,8,259,1.0625
Antonietta,Egle,Female,82,1973-09-25,49.0,Actuary,Financial Services,Mass Customer,N,No,7,590 Hagan Parkway,3805,VIC,Australia,7,259,1.0625
Raff,Waycott,Male,70,1951-12-16,71.0,Engineer IV,Manufacturing,Affluent Customer,N,Yes,14,94694 Eagle Crest Terrace,3977,VIC,Australia,7,259,1.0625
Lark,Gonet,Female,89,1972-01-17,51.0,Database Administrator II,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,Australia,8,259,1.0625
Cletis,Longley,Male,84,1996-07-01,26.0,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,1,667 Waxwing Plaza,3199,VIC,Australia,7,271,1.06
Bartram,Di Lucia,Male,70,1961-01-03,62.0,other,Argiculture,Mass Customer,N,Yes,5,83509 Delaware Street,2480,NSW,Australia,3,271,1.06
Theresa,Cowper,Female,99,1976-08-24,46.0,Accountant III,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,Australia,10,271,1.06
Philbert,Raraty,Male,48,1956-06-28,66.0,Executive Secretary,Manufacturing,Mass Customer,N,No,6,10 Dexter Park,2177,NSW,Australia,9,274,1.051875
Egon,Ortells,Male,35,1976-06-11,46.0,Structural Engineer,Manufacturing,Affluent Customer,N,No,13,3 Sundown Hill,2168,NSW,Australia,9,274,1.051875
Timi,Duny,Female,70,1953-03-12,69.0,Office Assistant II,Telecommunications,High Net Worth,N,No,6,39192 Glendale Alley,2092,NSW,Australia,12,274,1.051875
Dominick,Asher,Male,50,1962-10-06,60.0,Research Associate,Health,Affluent Customer,N,Yes,5,7307 Lake View Crossing,3804,VIC,Australia,9,278,1.05
Raye,Roo,Female,64,1976-03-07,46.0,Database Administrator I,Financial Services,Mass Customer,N,Yes,16,1199 Express Plaza,3046,VIC,Australia,9,278,1.05
Becka,Hacon,Female,81,1965-07-03,57.0,General Manager,Financial Services,Affluent Customer,N,No,17,1 Namekagon Point,3791,VIC,Australia,9,278,1.05
Verla,Dumingos,Female,26,1971-09-18,51.0,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,282,1.04921875
Sherrie,Godleman,Female,37,1978-04-02,44.0,Associate Professor,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,Australia,2,282,1.04921875
Konstanze,Hovie,Female,88,1967-01-09,56.0,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,285,1.04125
Bink,Bentje,Male,3,1957-03-23,65.0,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,19,8427 Moulton Place,2680,NSW,Australia,3,285,1.04125
Taber,Szymon,Male,70,1947-04-22,75.0,Senior Sales Associate,Argiculture,Affluent Customer,N,No,13,984 Del Sol Junction,4659,QLD,Australia,8,287,1.04
Giana,Staresmeare,Female,96,1976-04-20,46.0,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7,289,1.0375
Morton,Petkens,Male,50,1990-11-13,32.0,Account Coordinator,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,Australia,1,289,1.0375
Paquito,Atwood,Male,15,1972-07-30,50.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,291,1.0359375
Shelli,Bartholomaus,Female,88,1963-05-11,59.0,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,291,1.0359375
Kermit,Lebond,Male,36,1980-02-01,43.0,Financial Advisor,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,Australia,8,295,1.03125
Biddie,Gorce,Female,68,1988-01-30,35.0,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,5,2116 Continental Terrace,2795,NSW,Australia,7,295,1.03125
Rupert,Marrow,Male,73,1970-08-08,52.0,other,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8,297,1.030625
Geoff,Sitford,Male,97,1965-02-27,58.0,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,297,1.030625
Ange,Chitham,Female,91,1991-02-14,32.0,other,Argiculture,Mass Customer,N,No,10,00003 Hoffman Pass,2560,NSW,Australia,8,297,1.030625
Tiphanie,Blackader,Female,59,1947-10-08,75.0,Physical Therapy Assistant,Retail,Mass Customer,N,No,17,71 Stone Corner Avenue,2007,NSW,Australia,11,297,1.030625
Zollie,Crinidge,Male,39,1988-01-10,35.0,Systems Administrator I,Retail,Mass Customer,N,Yes,10,0 Esker Avenue,4019,QLD,Australia,5,297,1.030625
Daisy,Pollen,Female,97,1993-08-09,29.0,Cost Accountant,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,Australia,9,302,1.03
Emelen,Bidnall,Male,79,1981-08-05,41.0,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12,302,1.03
Manya,Abramovici,Female,42,1955-07-17,67.0,Quality Engineer,Financial Services,High Net Worth,N,Yes,13,8 Randy Park,4214,QLD,Australia,8,304,1.025
Brynna,Tivers,Female,81,1974-08-09,48.0,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,304,1.025
Alfi,Sabbins,Female,63,1959-06-12,63.0,other,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3,304,1.025
Loleta,Aberdalgy,Female,45,1981-02-15,42.0,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,304,1.025
Aldric,Birney,Male,21,1971-08-19,51.0,other,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,310,1.02265625
Natividad,Balducci,Female,39,1991-02-07,32.0,other,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11,310,1.02265625
Claudine,Dymick,Female,28,1965-12-13,57.0,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,312,1.02
Seamus,Cains,Male,61,1989-12-15,33.0,Teacher,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,Australia,8,312,1.02
Guss,Karim,Male,95,1968-11-24,54.0,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,312,1.02
Roch,Symson,Female,96,1978-05-13,44.0,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,312,1.02
Audry,Fann,Female,3,1957-10-17,65.0,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,312,1.02
Cecelia,Cisar,Female,20,1985-03-26,37.0,other,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,Australia,7,312,1.02
Clari,Voas,Female,74,1955-07-28,67.0,Human Resources Assistant II,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8,312,1.02
Zach,Hedman,Male,87,1981-09-11,41.0,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,320,1.015625
Parnell,Lamprey,Male,23,1977-04-08,45.0,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,322,1.0125
Honey,Gosdin,Female,0,1981-11-29,41.0,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,322,1.0125
Sonny,McCart,Male,35,1992-08-27,30.0,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9,324,1.01
Deirdre,Burgoine,Female,14,1955-01-08,68.0,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,326,1.009375
Haleigh,,Female,17,1952-05-19,70.0,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,18,49 Jana Point,4503,QLD,Australia,4,326,1.009375
Zechariah,McReidy,Male,32,1978-07-22,44.0,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,329,1.0
Carry,Costi,Female,32,1972-11-26,50.0,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,329,1.0
Nil,Shirer,Male,64,1997-09-27,25.0,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,329,1.0
Erhard,O'Moylane,Male,33,1978-05-27,44.0,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,334,0.9987499999999998
Vitia,Axtens,Female,62,1945-08-08,77.0,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,334,0.9987499999999998
Haskell,Moxted,Male,81,1943-08-27,79.0,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,334,0.9987499999999998
Ebony,Conrad,Female,8,1999-10-24,23.0,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,334,0.9987499999999998
Vladimir,Westmerland,Male,18,1956-06-19,66.0,other,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,338,0.99609375
Nicole,Ruckhard,Female,93,1969-10-09,53.0,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,341,0.99
Celestina,Lethardy,Female,38,1968-12-11,54.0,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,341,0.99
Tannie,Petrakov,Male,84,1951-11-27,71.0,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,341,0.99
Bessy,Saladin,Female,22,1939-12-22,83.0,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,341,0.99
Diego,Van den Broek,Male,17,1964-09-28,58.0,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,345,0.988125
Lucilia,Minshall,Female,71,1952-04-15,70.0,other,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,345,0.988125
Cissiee,Pollington,Female,43,1941-07-21,81.0,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,345,0.988125
Eddy,Sturch,Male,22,1961-02-11,62.0,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,345,0.988125
Caron,Kezar,Female,11,1953-08-08,69.0,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,349,0.9875
Sandor,Stirland,Male,67,1981-05-26,41.0,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,349,0.9875
Murial,Bulloch,Female,59,1964-10-01,58.0,other,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,349,0.9875
Delinda,Ech,Female,74,1944-10-21,78.0,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,349,0.9875
Hussein,Tapenden,Male,19,1953-10-19,69.0,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,349,0.9875
Kaylyn,Jakaway,Female,45,1980-07-30,42.0,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,356,0.9828125
Brynn,Goodyear,Female,30,1944-11-10,78.0,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,356,0.9828125
Otis,,Male,59,1971-01-11,52.0,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,358,0.98
Pace,Clemonts,Male,99,1990-07-28,32.0,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,358,0.98
Muffin,Grigolon,Male,7,1979-10-31,43.0,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,361,0.9775
Allsun,Biner,Female,67,1997-12-26,25.0,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,361,0.9775
Kenneth,Elleyne,Male,13,1957-09-03,65.0,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,361,0.9775
Clotilda,Southers,Female,62,1999-11-08,23.0,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,361,0.9775
Augustus,Bourley,Male,60,1981-08-17,41.0,other,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,366,0.9750000000000001
Daisi,Tinwell,Female,84,1971-12-24,51.0,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,366,0.9750000000000001
Gerik,Woodroof,Male,18,1959-06-13,63.0,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,366,0.9750000000000001
Arty,Fontelles,Male,50,1994-10-21,28.0,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,370,0.97
Whit,Emloch,Male,30,1963-08-20,59.0,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.9668749999999999
Rowan,Summerly,Male,4,1974-07-05,48.0,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.9668749999999999
Ian,Rabat,Male,54,1975-08-04,47.0,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.9668749999999999
Link,Gorini,Male,60,1974-11-09,48.0,other,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96
Harriet,Brattan,Female,81,1986-12-03,36.0,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.9562499999999999
Sada,Branton,Female,34,1974-06-24,48.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.9562499999999999
Jenelle,Mc-Kerley,Female,40,1942-01-23,81.0,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.9562499999999999
Gabrila,Toopin,Female,7,1963-01-14,60.0,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.9562499999999999
Almira,Mangion,Female,4,1996-01-24,27.0,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95
Arty,Strudwick,Male,85,1964-01-31,59.0,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95
Alexa,Dillet,Female,65,1944-10-05,78.0,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95
Palmer,Heaven,Male,82,1995-05-18,27.0,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95
Porter,Buckenhill,Male,46,1954-06-14,68.0,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.945625
Kizzee,Kemston,Female,11,1961-09-29,61.0,other,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.945625
Giffie,Offill,Male,51,1993-03-02,29.0,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.945625
Tamar,Windmill,Female,92,1939-08-28,83.0,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.945625
Kipp,Stockport,Male,36,1982-12-10,40.0,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.945625
Packston,Wackett,Male,10,1950-04-26,72.0,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.945625
Hanson,Eastes,Male,74,1990-05-20,32.0,other,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94
Demetria,Bausor,Female,73,1961-12-22,61.0,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.9375
Lura,Fawdrie,Female,66,2002-01-17,21.0,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.9375
Nora,Anselm,Female,84,1961-01-05,62.0,other,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.9375
Estevan,Eastment,Male,54,1942-08-09,80.0,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.9375
Aloysius,Glowacz,Male,72,1979-03-24,43.0,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.9375
Bastien,Ibbeson,Male,53,1976-11-04,46.0,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935
Otha,Langworthy,Female,91,1967-01-20,56.0,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935
Dwayne,Doel,Male,80,1978-01-21,45.0,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935
Leese,Huckleby,Female,67,1977-09-10,45.0,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93
Dodi,Kiggel,Female,5,1980-08-15,42.0,other,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93
Kippar,Brimilcome,Male,21,1938-11-29,84.0,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93
Corinna,Beretta,Female,24,1996-02-29,27.0,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.9296875
Laurie,Odlin,Female,75,1983-03-08,39.0,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.925
Tanner,Terlinden,Male,84,1995-12-09,27.0,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.925
Hilliard,Dullard,Male,65,1954-07-18,68.0,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.925
