customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,Age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
601,Ken,Renfree,Male,56,1992-12-04,30.0,20-30,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4.0
603,Alidia,Durrett,Female,28,1987-04-18,35.0,30-40,Marketing Assistant,Financial Services,Affluent Customer,N,No,11.0
604,Mella,Petrovsky,Female,72,1998-02-10,25.0,20-30,Help Desk Operator,IT,Affluent Customer,N,No,3.0
605,Bart,Creenan,Male,13,1972-03-26,50.0,40-50,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0
606,Filia,Rosson,Female,62,1989-07-16,33.0,30-40,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2.0
607,Adelaida,Redmond,Female,55,1976-08-10,46.0,40-50,Dental Hygienist,Health,Mass Customer,N,No,15.0
608,Alisun,Heinecke,Female,55,1980-01-08,43.0,40-50,Accounting Assistant I,Retail,High Net Worth,N,Yes,12.0
609,Margalit,Dorwood,Female,32,2000-11-06,22.0,20-30,Computer Systems Analyst II,Health,Mass Customer,N,No,1.0
610,Hyatt,Craine,Male,45,1958-03-16,64.0,60-70,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15.0
611,Otto,Huriche,Male,58,1986-12-20,36.0,30-40,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16.0
612,Grange,Skillington,Male,50,1962-01-12,61.0,60-70,GIS Technical Architect,Health,Mass Customer,N,No,14.0
613,Carolann,O'Hallagan,Female,4,1989-11-14,33.0,30-40,Analyst Programmer,Property,High Net Worth,N,No,17.0
614,Nonnah,Johns,Female,45,1995-09-12,27.0,20-30,Other,Manufacturing,Mass Customer,N,Yes,11.0
615,Rebeca,Martonfi,Female,93,1956-05-11,66.0,60-70,Human Resources Assistant I,Property,Mass Customer,N,No,19.0
616,Perl,Bysaker,Female,36,1995-07-13,27.0,20-30,Other,Health,High Net Worth,N,No,6.0
617,Idell,Cole,Female,81,1960-08-01,62.0,60-70,Director of Sales,Property,Mass Customer,N,No,15.0
618,Lucho,Mitie,Male,17,1962-04-05,60.0,50-60,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,18.0
619,Finn,Dahlman,Male,39,1977-08-14,45.0,40-50,Speech Pathologist,Property,Mass Customer,N,No,20.0
620,Willy,Langley,Female,54,1973-03-26,49.0,40-50,Financial Analyst,Financial Services,Mass Customer,N,Yes,5.0
622,Arri,Lamden,Male,18,1968-10-18,54.0,50-60,Other,Financial Services,Mass Customer,N,No,17.0
623,Hazel,Brokenshire,Male,52,1988-04-23,34.0,30-40,Health Coach II,Property,High Net Worth,N,No,4.0
624,Winny,Girtin,Male,44,1976-01-13,47.0,40-50,Research Assistant II,Manufacturing,Mass Customer,N,Yes,13.0
625,Abra,Probets,Female,33,1974-11-27,48.0,40-50,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,7.0
626,Albrecht,Forty,Male,12,1992-11-24,30.0,20-30,Geological Engineer,Manufacturing,Mass Customer,N,No,2.0
628,Mallissa,Gillespie,Female,14,1981-10-24,41.0,40-50,Actuary,Financial Services,Mass Customer,N,No,13.0
629,Basil,Brellin,Male,29,1960-12-06,62.0,60-70,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0
630,D'arcy,Rowden,Male,90,1986-08-11,36.0,30-40,Statistician III,Property,Affluent Customer,N,Yes,17.0
631,Ortensia,Dronsfield,Female,33,1966-09-14,56.0,50-60,Computer Systems Analyst I,Health,Affluent Customer,N,No,17.0
632,Angeli,O'Hegertie,Male,67,1998-04-26,24.0,20-30,General Manager,Health,Mass Customer,N,No,1.0
634,Melonie,Zisneros,Female,35,1978-01-30,45.0,40-50,Speech Pathologist,Manufacturing,Mass Customer,N,No,15.0
637,Mercy,Wilsone,Female,60,1976-09-23,46.0,40-50,Health Coach I,Health,High Net Worth,N,No,13.0
638,Joey,Ledram,Male,19,1967-04-29,55.0,50-60,Other,Manufacturing,High Net Worth,N,No,13.0
639,Mayor,Ismay,Male,51,1974-06-03,48.0,40-50,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16.0
640,Galvin,O'Keenan,Male,12,1975-07-12,47.0,40-50,Librarian,Entertainment,High Net Worth,N,Yes,10.0
641,Foster,Haysar,Male,86,1974-11-21,48.0,40-50,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,3.0
642,Les,Mines,Male,9,1972-12-19,50.0,40-50,Automation Specialist IV,Property,Mass Customer,N,No,12.0
643,Carolee,Butters,Female,48,1982-12-29,40.0,30-40,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,10.0
644,Tomlin,Hastwall,Male,59,1999-12-22,23.0,20-30,Administrative Officer,Health,Affluent Customer,N,No,2.0
646,Rowena,Parchment,Female,3,1973-07-22,49.0,40-50,Human Resources Manager,Manufacturing,Affluent Customer,N,No,13.0
647,Stanislas,Baildon,Male,61,1957-01-23,66.0,60-70,Assistant Manager,Retail,Mass Customer,N,Yes,10.0
648,Gardiner,Nutley,Male,86,1978-06-04,44.0,40-50,Accountant II,Financial Services,Mass Customer,N,Yes,9.0
649,Krissie,Dinan,Female,23,1974-12-07,48.0,40-50,Legal Assistant,Financial Services,Mass Customer,N,Yes,10.0
650,Matthew,Petschelt,Male,81,1977-10-24,45.0,40-50,Assistant Manager,Health,Mass Customer,N,No,13.0
651,Minni,Deegin,Female,76,1973-10-24,49.0,40-50,Tax Accountant,Health,Affluent Customer,N,No,13.0
652,Edee,Stoker,Female,62,1996-11-24,26.0,20-30,Staff Scientist,Financial Services,High Net Worth,N,Yes,1.0
653,Maxy,Hurles,Male,68,1968-01-28,55.0,50-60,Graphic Designer,Financial Services,Affluent Customer,N,Yes,19.0
654,Noelani,Andreuzzi,Female,2,1993-05-19,29.0,20-30,Administrative Officer,Manufacturing,Affluent Customer,N,No,5.0
655,Stuart,Gebhardt,Male,64,1974-11-25,48.0,40-50,General Manager,Manufacturing,Affluent Customer,N,Yes,19.0
656,Marty,Lebreton,Female,80,1978-11-17,44.0,40-50,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8.0
657,Hoyt,,Male,66,1993-02-18,30.0,20-30,Safety Technician II,Manufacturing,Affluent Customer,N,No,10.0
658,Donn,Bonnell,Male,38,1944-01-24,79.0,70-80,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8.0
659,Natalee,Stringman,Female,44,1979-10-09,43.0,40-50,Other,Financial Services,Affluent Customer,N,Yes,15.0
660,Stormi,,Female,82,1995-07-29,27.0,20-30,Geological Engineer,Manufacturing,High Net Worth,N,No,6.0
661,Cinderella,Haslen,Female,35,1988-05-07,34.0,30-40,Sales Associate,IT,High Net Worth,N,No,14.0
662,Bonnibelle,Imos,Female,41,1967-07-04,55.0,50-60,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5.0
663,Massimo,Seymour,Male,27,1997-07-17,25.0,20-30,VP Sales,Property,Affluent Customer,N,Yes,3.0
664,Mathe,Scatcher,Male,38,1994-10-05,28.0,20-30,Research Nurse,Health,High Net Worth,N,No,4.0
666,Anselma,Ricardon,Female,82,1983-11-01,39.0,30-40,Social Worker,Health,High Net Worth,N,Yes,15.0
667,Nicoline,Samwayes,Female,62,1994-03-19,28.0,20-30,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3.0
668,Ebony,Threadgall,Female,61,1966-08-26,56.0,50-60,Junior Executive,Health,Mass Customer,N,No,7.0
670,Janifer,Pountain,Female,75,1992-11-09,30.0,20-30,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8.0
671,Aristotle,Vanni,Male,49,1984-07-25,38.0,30-40,Other,Argiculture,Mass Customer,N,No,5.0
672,Kleon,Pallatina,Male,53,1977-01-12,46.0,40-50,Analog Circuit Design manager,Retail,High Net Worth,N,No,12.0
673,Artie,Ommanney,Male,35,1975-06-27,47.0,40-50,VP Sales,Health,Mass Customer,N,Yes,4.0
675,Sharl,Wiggin,Female,37,1976-12-19,46.0,40-50,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,17.0
677,El,Toupe,Male,59,1997-07-28,25.0,20-30,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5.0
678,Ambur,Symcoxe,Female,57,1995-08-31,27.0,20-30,Accounting Assistant II,IT,High Net Worth,N,No,2.0
679,Yolande,Whild,Female,29,1974-10-21,48.0,40-50,Registered Nurse,Health,Mass Customer,N,No,12.0
681,Jobyna,Elgey,Female,55,1978-09-18,44.0,40-50,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0
682,Ole,Euplate,Male,53,1971-03-16,51.0,50-60,Health Coach IV,Health,Affluent Customer,N,Yes,7.0
683,Brennan,Gagen,Male,60,1962-05-16,60.0,50-60,Other,Manufacturing,Mass Customer,N,Yes,10.0
684,Malvin,,Male,88,1987-07-03,35.0,30-40,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0
686,Hallie,Le feaver,Female,60,1954-07-17,68.0,60-70,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5.0
687,Welby,Ninnotti,Male,25,1959-02-10,64.0,60-70,Executive Secretary,Retail,High Net Worth,N,Yes,5.0
688,Baron,Bullus,Male,90,1969-02-15,54.0,50-60,Junior Executive,Health,High Net Worth,N,No,9.0
689,Hamnet,Berford,Male,91,1966-05-19,56.0,50-60,Senior Developer,Entertainment,High Net Worth,N,Yes,16.0
691,Carver,Carwardine,Male,29,1954-08-25,68.0,60-70,Other,Financial Services,Affluent Customer,N,Yes,5.0
692,Goraud,Ayling,Male,42,1987-12-25,35.0,30-40,Database Administrator IV,Property,Mass Customer,N,No,7.0
693,Bambi,Hebblethwaite,Female,46,1970-10-27,52.0,50-60,Other,Financial Services,Affluent Customer,N,Yes,19.0
694,Lilith,Lanning,Female,66,1968-12-28,54.0,50-60,Media Manager III,Health,Mass Customer,N,No,13.0
695,Kevan,Kubal,Male,36,1977-11-30,45.0,40-50,Engineer II,Health,High Net Worth,N,No,11.0
697,Weston,Brokenshaw,Male,25,1986-11-29,36.0,30-40,Environmental Specialist,Entertainment,Mass Customer,N,No,10.0
698,Ellette,Fahy,Female,90,1996-07-20,26.0,20-30,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1.0
699,Mirabella,Richter,Female,16,1972-08-04,50.0,40-50,Account Representative IV,IT,Affluent Customer,N,Yes,16.0
700,Josias,Mulliner,Male,67,1990-02-20,33.0,30-40,Other,Financial Services,Mass Customer,N,No,4.0
701,Ransell,Ruler,Male,18,1956-05-01,66.0,60-70,Food Chemist,Health,Mass Customer,N,Yes,8.0
703,Ethelda,,Female,66,1966-10-31,56.0,50-60,Other,Property,Mass Customer,N,No,15.0
704,Lindsay,Acaster,Female,49,1998-12-08,24.0,20-30,Research Nurse,Health,Mass Customer,N,No,4.0
705,Eddie,Yekel,Male,48,1964-01-16,59.0,50-60,Quality Engineer,Retail,High Net Worth,N,No,14.0
706,Kane,Gaffer,Male,44,1990-01-06,33.0,30-40,Media Manager IV,Financial Services,High Net Worth,N,Yes,5.0
708,Idalina,Wilcot,Female,31,1987-02-15,36.0,30-40,Safety Technician II,IT,Mass Customer,N,Yes,10.0
709,Holly,Cavil,Female,83,1979-12-11,43.0,40-50,Accountant III,Financial Services,Mass Customer,N,Yes,5.0
710,Benton,Oakly,Male,76,1970-03-01,53.0,50-60,Sales Representative,Retail,High Net Worth,N,Yes,13.0
712,Norine,Antonik,Female,22,1961-05-20,61.0,60-70,Other,IT,Mass Customer,N,No,14.0
714,Burtie,Scintsbury,Male,12,1964-07-13,58.0,50-60,Other,Manufacturing,High Net Worth,N,Yes,15.0
716,Trescha,Preshous,Female,31,1979-11-09,43.0,40-50,Social Worker,Health,Mass Customer,N,No,11.0
717,Basilius,Spieck,Male,65,1976-11-20,46.0,40-50,VP Product Management,Manufacturing,Mass Customer,N,Yes,11.0
718,Cathe,Lorriman,Female,38,1978-02-18,45.0,40-50,Engineer I,Manufacturing,Mass Customer,N,Yes,7.0
719,Pattin,Weathey,Male,2,1953-12-30,69.0,60-70,Administrative Officer,Retail,Mass Customer,N,No,14.0
720,Darrel,Canet,Male,67,1931-10-23,91.0,,Recruiting Manager,Retail,Affluent Customer,N,No,6.0
722,Stewart,Brosoli,Male,69,1956-03-17,66.0,60-70,Marketing Manager,IT,Mass Customer,N,No,5.0
723,Madelina,Marte,Female,41,1963-08-20,59.0,50-60,Food Chemist,Health,Mass Customer,N,Yes,6.0
724,Heinrik,Norcock,Male,7,1975-08-05,47.0,40-50,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4.0
725,Gage,Crossan,Male,61,1965-08-27,57.0,50-60,Design Engineer,Health,High Net Worth,N,Yes,19.0
726,Norma,Blackbourn,Female,69,1978-02-10,45.0,40-50,Information Systems Manager,Health,Mass Customer,N,Yes,10.0
727,Lenci,Duerden,Male,98,1978-10-10,44.0,40-50,Senior Editor,Manufacturing,Mass Customer,N,No,3.0
728,Winthrop,Corser,Male,60,1956-10-03,66.0,60-70,VP Accounting,Financial Services,Mass Customer,N,Yes,8.0
729,Ammamaria,Standbridge,Female,30,1973-10-23,49.0,40-50,Analog Circuit Design manager,Health,Affluent Customer,N,No,11.0
732,Bonita,Gethins,Female,71,1967-01-21,56.0,50-60,Actuary,Financial Services,Mass Customer,N,No,5.0
733,Ham,Mayoh,Male,25,1973-11-30,49.0,40-50,Other,Manufacturing,Mass Customer,N,No,13.0
734,Leicester,Fynes,Male,34,1980-07-06,42.0,40-50,Programmer III,Retail,Affluent Customer,N,No,11.0
735,Khalil,Pennings,Male,33,1965-04-20,57.0,50-60,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0
738,Bunnie,Whines,Female,51,1984-12-08,38.0,30-40,Other,Argiculture,Mass Customer,N,Yes,9.0
739,Arnie,Zorn,Male,36,1964-12-13,58.0,50-60,Senior Editor,Manufacturing,Mass Customer,N,No,8.0
740,Farr,Butterick,Male,9,1994-08-18,28.0,20-30,Other,Financial Services,Affluent Customer,N,No,6.0
742,Dexter,Robelin,Male,55,1966-04-24,56.0,50-60,Senior Developer,Manufacturing,Mass Customer,N,No,15.0
743,Pattin,Morican,Male,89,1981-04-06,41.0,40-50,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0
744,Heinrik,,Male,54,1977-08-30,45.0,40-50,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14.0
745,Dotty,Maylott,Female,84,1978-03-22,44.0,40-50,Other,Manufacturing,Mass Customer,N,Yes,13.0
748,Linet,Postill,Female,51,1981-04-21,41.0,40-50,VP Marketing,Financial Services,High Net Worth,N,No,7.0
749,Andreas,Cosin,Male,47,1972-08-01,50.0,40-50,Environmental Specialist,Argiculture,Mass Customer,N,No,19.0
750,Izaak,Gisborne,Male,42,1995-04-08,27.0,20-30,Analyst Programmer,Retail,Affluent Customer,N,Yes,7.0
751,Amie,Dufty,Female,41,2001-10-31,21.0,20-30,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1.0
752,Kalil,Palombi,Male,13,1961-06-27,61.0,60-70,Speech Pathologist,Financial Services,High Net Worth,N,No,12.0
754,Patsy,Beefon,Female,15,1979-07-28,43.0,40-50,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14.0
755,Baily,Imison,Male,31,1993-07-13,29.0,20-30,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4.0
756,Carin,Lauthian,Female,65,1974-09-25,48.0,40-50,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0
757,Kinsley,Klimus,Male,91,1977-05-13,45.0,40-50,Environmental Tech,Financial Services,Mass Customer,N,No,18.0
758,Teena,Birrel,Female,99,1967-04-07,55.0,50-60,Other,Manufacturing,High Net Worth,N,Yes,11.0
759,Mitchel,Schimek,Male,89,1963-04-18,59.0,50-60,Clinical Specialist,Health,High Net Worth,N,No,13.0
761,Vaughan,McCromley,Male,12,1977-11-27,45.0,40-50,Media Manager II,Health,Affluent Customer,N,Yes,4.0
763,Benita,Cuffley,Female,95,1987-11-05,35.0,30-40,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12.0
764,Samuel,Stiff,Male,40,1977-03-16,45.0,40-50,Environmental Tech,Financial Services,Mass Customer,N,Yes,22.0
765,Valeria,Chazette,Female,50,1984-08-31,38.0,30-40,Other,Retail,Affluent Customer,N,No,16.0
766,Nonna,Hun,Female,16,1975-04-22,47.0,40-50,Other,Retail,Mass Customer,N,Yes,14.0
767,Gustav,Kos,Male,70,1955-12-16,67.0,60-70,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11.0
768,Alexia,Wolford,Female,5,1974-01-14,49.0,40-50,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21.0
769,Cameron,Letherbury,Male,65,1961-12-28,61.0,60-70,Analog Circuit Design manager,IT,Mass Customer,N,No,12.0
770,Zara,Maccaddie,Female,10,1984-02-05,39.0,30-40,Software Consultant,IT,High Net Worth,N,Yes,13.0
772,Lorianna,Vidyapin,Female,12,1998-12-26,24.0,20-30,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4.0
773,Robbie,Handaside,Male,77,1985-02-12,38.0,30-40,Other,Financial Services,Affluent Customer,N,Yes,20.0
774,Phelia,Perotti,Female,79,1998-11-27,24.0,20-30,Operator,Manufacturing,High Net Worth,N,No,1.0
775,Nikita,Kilby,Male,66,1982-09-21,40.0,30-40,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4.0
776,Stanley,Seven,Male,30,1980-09-24,42.0,40-50,Financial Analyst,Financial Services,High Net Worth,N,No,20.0
777,Wolfgang,Tarrier,Male,2,1993-01-09,30.0,20-30,Paralegal,Financial Services,High Net Worth,N,No,4.0
778,Stacy,Pozzi,Male,24,1976-11-17,46.0,40-50,Assistant Professor,Manufacturing,High Net Worth,N,No,13.0
779,Maddy,Larrat,Female,1,1992-02-10,31.0,30-40,Staff Accountant III,Health,High Net Worth,N,No,7.0
780,Kim,,Female,24,1973-10-12,49.0,40-50,Professor,Financial Services,Mass Customer,N,No,20.0
781,Elvis,O'Leagham,Male,80,1958-11-15,64.0,60-70,Legal Assistant,Manufacturing,Mass Customer,N,No,17.0
782,Bevvy,Siegertsz,Female,30,1976-08-29,46.0,40-50,Geological Engineer,Manufacturing,Mass Customer,N,No,17.0
783,Rudd,Strangeways,Male,6,1985-07-25,37.0,30-40,Information Systems Manager,Retail,Affluent Customer,N,No,14.0
784,Frederik,Duckett,Male,10,1977-01-24,46.0,40-50,Accounting Assistant III,IT,High Net Worth,N,Yes,22.0
785,Anthea,Guesford,Female,48,1979-08-26,43.0,40-50,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0
786,Francklin,Ubanks,Male,34,1985-02-14,38.0,30-40,Other,Financial Services,Affluent Customer,N,No,16.0
787,Norma,Batrim,Female,29,1996-12-15,26.0,20-30,Other,Retail,Affluent Customer,N,Yes,2.0
788,Gregg,Townsend,Male,62,1964-07-01,58.0,50-60,Social Worker,Health,Mass Customer,N,No,11.0
789,Gabrielle,Giraudot,Female,69,1978-04-28,44.0,40-50,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14.0
791,Tootsie,Hurt,Female,3,1968-09-29,54.0,50-60,Professor,Manufacturing,Mass Customer,N,Yes,14.0
793,Kissie,Delong,Female,97,1989-01-30,34.0,30-40,Actuary,Financial Services,High Net Worth,N,Yes,9.0
794,Scott,Ommundsen,Male,99,1955-05-12,67.0,60-70,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16.0
795,Cassy,Awdry,Female,35,1973-08-20,49.0,40-50,Environmental Tech,Financial Services,High Net Worth,N,No,18.0
796,Ira,Lamlin,Female,8,1997-05-27,25.0,20-30,Financial Analyst,Financial Services,Mass Customer,N,No,2.0
797,Meridel,Rawet,Female,51,1973-10-20,49.0,40-50,Internal Auditor,Financial Services,Mass Customer,N,No,19.0
798,Dorita,Blackburne,Female,22,1988-05-20,34.0,30-40,Teacher,Financial Services,High Net Worth,N,No,5.0
800,Quint,Popov,Male,68,1978-12-31,44.0,40-50,Account Coordinator,Manufacturing,Mass Customer,N,No,8.0
802,Ailyn,Carberry,Female,50,1986-02-20,37.0,30-40,Financial Analyst,Financial Services,Mass Customer,N,No,3.0
803,Nina,Murcutt,Female,96,1999-11-11,23.0,20-30,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3.0
805,Jorrie,Hanhardt,Female,48,1960-04-19,62.0,60-70,Electrical Engineer,Manufacturing,Mass Customer,N,No,10.0
806,Carter,Kaesmakers,Male,66,1992-07-28,30.0,20-30,Sales Representative,Retail,Mass Customer,N,Yes,7.0
808,Nigel,Phippard,Male,21,1979-11-21,43.0,40-50,Social Worker,Health,High Net Worth,N,Yes,17.0
809,Nevsa,Washtell,Female,83,1977-10-23,45.0,40-50,Biostatistician III,Health,Mass Customer,N,No,18.0
810,Fawnia,Bartrum,Female,24,1998-04-04,24.0,20-30,Software Test Engineer IV,Health,Mass Customer,N,Yes,1.0
812,Coral,Dunkirk,Female,1,1989-09-22,33.0,30-40,Other,Financial Services,Mass Customer,N,No,16.0
813,Lisette,Nesbit,Female,12,1962-03-21,60.0,50-60,Account Representative III,Health,Mass Customer,N,No,14.0
814,Raffarty,Giacomoni,Male,60,1959-12-23,63.0,60-70,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14.0
815,Caryn,Sampey,Female,47,1974-07-06,48.0,40-50,Other,Manufacturing,Mass Customer,N,Yes,22.0
816,Donni,Boor,Female,71,1957-01-10,66.0,60-70,Product Engineer,Manufacturing,Mass Customer,N,No,15.0
817,Niel,Abilowitz,Male,38,1992-04-08,30.0,20-30,Editor,Financial Services,Mass Customer,N,Yes,6.0
818,Beverie,Bosanko,Female,17,1973-12-21,49.0,40-50,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0
819,Temp,Thebeau,Male,7,1975-07-17,47.0,40-50,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5.0
820,Cecilia,Chipchase,Female,12,1977-01-06,46.0,40-50,Other,Financial Services,High Net Worth,N,No,16.0
821,Gregoor,Aronovitz,Male,41,1981-07-24,41.0,40-50,Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0
822,Ardis,Tomlett,Female,67,1974-10-23,48.0,40-50,Sales Associate,Health,High Net Worth,N,No,17.0
823,Stesha,Morecombe,Female,91,1990-02-17,33.0,30-40,Internal Auditor,Manufacturing,Affluent Customer,N,No,9.0
824,Fleurette,Whardley,Female,97,1977-02-27,46.0,40-50,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12.0
826,Marc,Waddilove,Male,92,1998-12-25,24.0,20-30,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1.0
827,Phillis,Rudwell,Female,90,1996-05-07,26.0,20-30,Other,Health,Affluent Customer,N,No,5.0
828,Darda,Kernocke,Female,93,1957-12-14,65.0,60-70,Other,Health,Mass Customer,N,Yes,20.0
829,Byran,Goodfield,Male,84,2001-01-22,22.0,20-30,Environmental Tech,Financial Services,High Net Worth,N,Yes,2.0
830,Jayson,Chilcott,Male,58,1981-05-31,41.0,40-50,VP Quality Control,Manufacturing,Affluent Customer,N,No,6.0
831,Teddy,Keijser,Male,4,1973-04-20,49.0,40-50,Paralegal,Financial Services,Affluent Customer,N,No,11.0
832,Shaun,Murphey,Male,30,1977-11-30,45.0,40-50,Research Assistant IV,Retail,Mass Customer,N,No,14.0
834,Rudolf,Brandes,Male,37,1973-04-07,49.0,40-50,Environmental Tech,Financial Services,Mass Customer,N,No,3.0
835,Zachary,Matyukon,Male,85,1968-04-22,54.0,50-60,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9.0
836,Clemence,Vautre,Female,33,1990-04-02,32.0,30-40,Actuary,Financial Services,Mass Customer,N,Yes,9.0
838,Hayden,Heersema,Male,27,1971-02-03,52.0,50-60,Financial Advisor,Financial Services,High Net Worth,N,No,15.0
840,Chas,Carabet,Male,94,1964-06-20,58.0,50-60,VP Sales,Financial Services,Affluent Customer,N,Yes,19.0
841,Hanan,McGreay,Male,93,1966-09-22,56.0,50-60,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8.0
842,Mahmud,Dobbson,Male,59,1999-08-16,23.0,20-30,Compensation Analyst,Financial Services,High Net Worth,N,No,2.0
843,Salomone,Sleford,Male,80,1989-09-05,33.0,30-40,Developer II,Manufacturing,Affluent Customer,N,Yes,9.0
844,Tome,Tyt,Male,13,1978-01-13,45.0,40-50,Nurse Practicioner,Financial Services,High Net Worth,N,No,9.0
845,Koressa,Maris,Female,51,1973-12-24,49.0,40-50,Associate Professor,Manufacturing,Mass Customer,N,No,3.0
846,Alvan,Rebichon,Male,60,1954-03-25,68.0,60-70,Geologist I,Manufacturing,Affluent Customer,N,No,17.0
847,Kelci,Morrison,Female,66,1991-05-26,31.0,30-40,Chief Design Engineer,Retail,High Net Worth,N,No,9.0
848,Lannie,Chat,Male,79,1979-06-25,43.0,40-50,VP Product Management,Manufacturing,Mass Customer,N,No,13.0
849,Sylvan,Capper,Male,72,1969-09-15,53.0,50-60,Librarian,Entertainment,Mass Customer,N,No,10.0
850,Nevin,Hanfrey,Male,79,2000-09-24,22.0,20-30,Clinical Specialist,Health,Mass Customer,N,No,1.0
852,Andie,Bonney,Female,37,2000-11-04,22.0,20-30,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2.0
853,Nolana,Rotter,Female,26,1981-10-04,41.0,40-50,Media Manager I,Retail,Mass Customer,N,Yes,16.0
855,Bennie,Llywarch,Female,74,1974-10-26,48.0,40-50,General Manager,Retail,High Net Worth,N,Yes,16.0
856,Peyton,Monkeman,Male,63,1988-10-01,34.0,30-40,Quality Engineer,Financial Services,Mass Customer,N,Yes,9.0
858,Barby,Charlwood,Female,79,1980-06-02,42.0,40-50,Internal Auditor,Financial Services,High Net Worth,N,Yes,9.0
859,Devinne,Tommeo,Female,53,1978-08-02,44.0,40-50,Geologist I,Financial Services,Affluent Customer,N,Yes,7.0
861,Rebekah,Dmych,Female,73,1977-05-24,45.0,40-50,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17.0
862,Worden,Fossitt,Male,83,1977-12-27,45.0,40-50,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16.0
863,Kessiah,Logg,Female,19,1961-09-10,61.0,60-70,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5.0
864,Regen,Nares,Male,6,1970-03-06,52.0,50-60,Other,Retail,High Net Worth,N,Yes,4.0
865,Germain,De la Harpe,Female,73,1965-04-12,57.0,50-60,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19.0
868,Effie,Duddy,Female,84,1979-07-18,43.0,40-50,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0
869,Addia,Abels,Female,7,1984-03-11,38.0,30-40,Account Representative I,Financial Services,High Net Worth,N,Yes,10.0
870,Hugh,Wilce,Male,63,1964-01-29,59.0,50-60,Pharmacist,Health,Mass Customer,N,No,6.0
872,Suki,Ivachyov,Female,47,1971-04-28,51.0,50-60,Structural Engineer,IT,Mass Customer,N,No,13.0
873,Worthington,Penwarden,Male,37,1959-12-23,63.0,60-70,Occupational Therapist,Health,Affluent Customer,N,Yes,20.0
874,Howard,Oseland,Male,78,2001-05-05,21.0,20-30,Other,Health,Mass Customer,N,Yes,1.0
875,Caryl,Linnett,Male,34,1999-02-23,24.0,20-30,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2.0
876,Neil,Jencey,Male,44,1968-10-06,54.0,50-60,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0
877,Didi,Milne,Female,92,1988-05-13,34.0,30-40,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3.0
